Population,Time,Rounds,SegmentError
2,61.25908446311951,7100,0.02808196283876896
3,76.3081431388855,6100,0.0010580848902463913
4,82.9149010181427,5100,0.0007594253402203321
5,157.55478191375732,8100,0.002299258718267083
6,250.7478311061859,11100,0.0005888641462661326
7,138.1241581439972,5100,0.0001799803285393864
8,301.0660538673401,10100,0.0036439753603190184
9,304.0256395339966,9100,0.0011953102657571435
10,211.46985459327698,5100,0.0015963499899953604
