Population,Segments,Seed,Time,Rounds
2,1,123,6.2818968296051025,3100
2,1,456,2.238637924194336,1100
2,2,123,27.643770694732666,7100
2,2,456,12.28390908241272,3100
3,1,123,17.809906005859375,6100
3,1,456,3.348233222961426,1100
3,2,123,28.808538675308228,5100
3,2,456,17.82286548614502,3100
